Head Ratio,Head Tilt,Shoulders Tilt,Neck Tilt,Neck Ratio,Neck Depth,Shoulders Depth,Target
0.2118588480219953,0.3420792577965038,0.09464756844005102,0.27963827423199233,0.5663246295376598,0.28624298247524216,1.5553944516100073,2
0.22545996317201233,0.47125134263799495,0.3103542185876061,0.5234704351839703,0.5528479472241613,0.3525988743327795,1.5437573088945993,3
0.1437726892336302,0.17510626911908267,0.0009817204296913005,0.051759957221499765,0.9260693628337275,0.5312621852821515,1.45578199313588,0
0.25357246964835267,0.8012111335161767,0.12959985264889753,0.572875943110374,0.5530058054623318,0.23326496001837693,1.0699118586183123,1
0.2475589381112437,0.3522713574033254,0.1891861404432366,0.5856136442464627,0.5300060823028163,0.21096989734765836,0.5411598108940024,2
0.35907873529431766,1.326003284627475,1.135269406544565,1.2718144843109886,0.3208395717348959,0.05241764301494842,0.8170581811253923,3
0.17334924301150548,0.15576553864470163,0.10091841786838618,0.09858104037080599,0.8663168557947757,0.6073022856344898,1.18466300226549,0
0.32317032903219595,1.0367153503918558,0.22896657118955013,0.5343806043356242,0.8757722068832593,0.3508387262426144,0.7267214763374378,1
0.21141099917675338,0.47276847139772155,0.015606748177249056,0.5700206268226623,0.5455191788045015,0.24482068502543933,0.7862234029373445,2
0.3078419886521336,1.3005384889231917,0.8733259717520875,1.0698050916290702,0.45606768290512567,0.2098535789184517,0.5115819015807963,3
0.2326502639944645,0.026501995809004437,0.09739037308613659,0.13314051805522314,0.9235617348120784,0.48927342513779637,1.2932420506717637,0
0.22411676608159076,0.8680311409385159,0.30677444461585196,0.6051402597411468,0.5625395598148325,0.21014498725187605,1.5224640032375554,1
0.196323412708124,0.41096611794886434,0.062108320328261184,0.5076119928212286,0.5691079138078621,0.24755807082706394,1.225140755714596,2
0.21286175382615474,0.383345775505276,0.3713174249290791,0.17617209470839992,0.5840541329190035,0.4105139543102879,1.4628834038001293,3
0.22217727842749674,0.054027457002735,0.17553733233599783,0.07449866961300455,0.8761543210079917,0.5759608782585436,1.5528230080459935,0
0.22797130784840008,0.759561626119197,0.11617355902480622,0.7547588760706982,0.3880853215205651,0.1768396105666678,0.9883860488682561,1
0.29371168553101673,0.08056609382852387,0.037677784393374096,0.8591259762166561,0.12927064481823794,0.05471819221439469,1.3319419749212809,2
0.30501503632027216,0.06931907681981166,0.058445470746087615,0.18649427074221633,0.802985338569475,0.425494862228003,0.4121343101029464,3
0.20862858259635908,0.04670070080012671,0.05068917266912492,0.007144671917554882,0.7969235431178731,0.39120298813564536,1.4815101120733674,0
0.23294447640233332,0.8422614464092489,0.41681411689014675,0.5351145991444177,0.6381288536572226,0.3566271734662807,0.9532115185045924,1
0.2853969773959947,1.157952579937239,0.5746081873932164,0.9839659520686138,0.5441119893456797,0.25784440047894397,0.46426610776793487,3
0.2291931683069658,0.10050999291927586,0.1616950032465307,0.053401462200446816,0.9201530718136658,0.4520740417508983,1.5004191973727468,0
0.2624929094155482,1.0487754638274847,0.44530052521339064,0.7206410192551772,0.4910170505618972,0.21010743540849494,0.8764821371277586,1
0.21531143927835328,0.10078956819106027,0.27997903032313015,0.037953700258063036,0.713142034093826,0.5322454638205347,0.9844851741522691,3
0.2178595533337956,0.09993600605684927,0.07255712477751149,0.020515827528515017,0.8425086239695772,0.3983653873104293,1.2813407902051048,0
0.22416174679734294,0.7693281941944528,0.12722690720367444,0.5038760743569298,0.7758114019707711,0.3430461903636177,1.1147961729597204,1
0.24525419600330123,0.46822118219397046,0.05545515664538451,0.41340422394910936,0.39155392800037253,0.16470833889489106,1.2846907494859168,2
0.20832514119832363,0.3625694990130573,0.04051881987863443,0.26808259883158225,0.5598721462014259,0.2629891113694068,1.3085674354810042,3
0.22686149018942364,0.0577726014305743,0.03690020155862767,0.009006644250307318,0.9115100248155658,0.4870405315565217,1.5175940785236035,0
0.22061519730465604,0.4699938993537016,0.1831637434773989,0.4349678402588558,0.6741497531598938,0.37398802263263015,0.7785811425764461,1
0.23312593297624987,0.8760085335206542,0.253704875938823,0.6073182524226128,0.5959855387491365,0.2559138417429132,1.4812873654324399,2
0.20279875809498848,0.11540198618803801,0.09485283658857539,0.043868727910863624,0.6817282623440103,0.36363775085210986,1.3908053702412357,3
0.2337947282347089,0.04384590888321332,0.04129703707786857,0.03239727274578855,0.9958248603003831,0.4348319321198323,1.5463006428335377,0
0.2584361329432455,0.8161276033827031,0.30272049609107016,0.5210103301004723,0.6762492673664248,0.2917318873535701,1.3368814503198738,1
0.2834333892497636,0.7341426631704904,0.25533864943146295,0.1653761214043625,0.26208633002533577,0.1177356162280091,1.4146258304653083,2
0.20046352422178113,0.1140295877331238,0.2416923738933307,0.041123592900085784,0.6710906550805612,0.40738427633069285,1.2394679160788389,3
0.2007184435303716,0.19444567305582755,0.08420169195549426,0.08281651902872299,0.8131248105357081,0.4262780736718064,1.2928243020323245,0
0.19868289270441492,0.5966259092045146,0.002501139046891113,0.32086665005256293,0.8395275035275979,0.5267974345116282,0.9659781324225873,1
0.2386846422744074,0.03764356689056209,0.11991232576735264,0.029851191846778157,0.6764624744891431,0.28420633339396745,1.4637473145324664,2
0.27965761043084975,0.23175802231959605,0.024123663212773892,0.17793699309714825,0.8279737132942143,0.5300804366298656,0.9738943962675984,3
0.20962396072879172,0.011611175285111894,0.1342563340898004,0.054497982602405556,0.8761656148359512,0.42425579061369273,1.2586053646804185,0
0.22067567618428913,0.6029710964540489,0.04537212715232353,0.1816433234970025,0.7055351731114994,0.35149616141861545,1.2517927161028943,1
0.26864545982525045,0.5824488570551432,0.18299817738827331,0.06326964349559769,0.6952165566031141,0.3200057667307216,0.897050738232243,2
0.25405028361089355,0.9561680099956493,0.3472024999695652,0.5523337761820889,0.671384318825855,0.4475226905085272,0.9519373064353783,3
0.23357347810002912,0.016460536118517284,0.07060508924750784,0.015781328549579997,0.8814539528797627,0.3890597146407594,1.1912822196918722,0
0.2947685941838859,1.0566408656239448,0.5846767407125699,0.5621094145722059,0.8217519513960239,0.33826832136623586,0.6362678049485773,1
0.21859053340394824,0.8438446581334326,0.30863091978448176,0.3912839215129692,0.7711144889212519,0.46904128765812714,1.296969297573992,2
0.2340054104620893,0.589720008725753,0.01013890547151695,0.6284158713137137,0.5960750219323793,0.36799368774085967,0.7080221848499425,3
0.22616731240830282,0.01799053192071413,0.05371956062756921,0.011527040045026114,0.6689525020508268,0.3227004112778056,1.0021741867654232,0
0.21065505242444327,0.6840741767124601,0.2126292818063097,0.35305623170011735,0.7833801429010897,0.3629698138951432,1.372017437270379,1
0.28407266165758766,0.7200393219704913,0.27687053300064246,0.11552930599735721,0.27407291874893003,0.21359598558853415,1.4040609318352255,2
0.259522292354552,1.0850227663533407,0.33875582770855256,0.9267299335531841,0.5075543213404213,0.288433681586083,0.814306891385733,3
0.21595833378825283,0.060305328001813645,0.055284068879247285,0.02418642873124615,0.8556092332046589,0.40733504594866654,1.4362857362181607,0
0.19969079850250251,0.6844063119545682,0.06435785595926252,0.3784699126225353,0.8180713661462019,0.5315083020363268,1.1136055374996243,1
0.21893024613809323,0.795980575514208,0.21301106270967243,0.6089198253891224,0.3475794025357123,0.13508939746367468,0.9696244478712183,2
0.21504153950877936,0.3138175073515969,0.13215066532257688,0.37422009157756325,0.8173530082691274,0.4870111504830119,0.6332703549536178,3
0.2133254449293611,0.19402546032047377,0.11833030043355956,0.04894955583804968,0.8345845883110794,0.41290279044267636,1.3469378772676837,0
0.19789855555822622,0.7521605015476237,0.27679305672035903,0.459387522454491,0.7159907899534751,0.3451458089144137,1.400909582894776,1
0.31865556710054493,0.2553706959070719,0.25181485486379185,0.6620132983591803,0.12173293017558943,0.057834479020738724,1.387275598763989,2
0.2625847616029222,0.9304622616516982,0.580449079442111,1.1033559811609648,0.7232458010612514,0.2771575692647329,0.29443993101598337,3
0.22757555794097484,0.1293924248520262,0.051172094406229794,0.11380732360622611,0.7560636745363518,0.4457046810366807,1.5065997524874943,0
0.28442823268062684,1.0148122283235925,0.19191208236209215,0.31883778473738367,0.8188567665347851,0.45425677547294024,1.0152417562357858,1
0.25824012929460305,0.16881062727562543,0.06954064125372508,0.014888585511226455,0.2342220534729271,0.09053658314631595,1.4989596511435577,2
0.3199166218090772,1.1462758232509374,0.679552587464322,1.0995923921977084,0.5305710568295007,0.16944620607262342,0.4727926724223567,3
0.2331468520456436,0.03395984986983179,0.022698092556456363,0.07326250342717355,0.7510964293584308,0.47283814354664,1.3875708650001508,0
0.25561476420234847,0.8509843412680032,0.23196294031256426,0.27390837875037843,0.9605662730766623,0.6721805285372828,0.7193780073563001,1
0.2196183821868057,0.026118396306135303,0.18250178026036037,0.2209062975084443,0.9815964779927747,0.6857911125973659,1.137815546921462,2
0.19118878548108706,0.7325811689325059,0.6169337777232639,1.0689610232286924,0.5555572736527068,0.27997997695241594,0.4583434534732666,3
0.22633859161040037,0.16301814567827072,0.15935704599640327,0.1369284609334375,0.7807681879133475,0.4466113247237515,1.5705911599103524,0
0.21033736883474738,0.7299225934397028,0.18100836323051672,0.3762004732112422,0.7160043215517261,0.31513208159099476,1.5242447536351722,1
0.27243725946413533,0.47629835536983256,0.04050006808105678,1.1987072830187402,0.3515302953256637,0.10524106583960992,0.7035669628560277,2
